Type,Title,Director,Casting,Country,Date Added,Rating,Duration,Genres,Description,Release Year,Imdb Score,Imdb Votes
Movie,The Girl King,Mika Kaurismäki,"Malin Buska, Sarah Gadon, Michael Nyqvist, Lucas Bryant, Laura Birn, Hippolyte Girardot, Peter Lohmeyer, François Arnaud, Patrick Bachau, Ville Virtanen, Martina Gedeck",Unknown,"June 2, 2021",TV-MA,106 min,"Dramas, International Movies, LGBTQ Movies","A portrait of the brilliant, extravagant Kristina of Sweden, queen from age six, who fights the conservative forces that are against her ideas to modernize Sweden and who have no tolerance for her awakening sexuality.",2015,5.8,4065.0
Movie,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,"June 2, 2021",PG-13,127 min,"Comedies, Dramas, Romantic Movies","Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",1996,6.6,19829.0
TV Show,The Platform,Unknown,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",United Arab Emirates,"June 2, 2021",TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries","The Platform is a weekly variety show about stories. All kinds of people sharing all kinds of stories from all parts of the world. People, Places, Stories, Faces. With the right platform anything's possible, so it's super fun putting the show together each week with the goal of finding and sharing inspirational stories. The same goes with artists too. Finding talent and giving them the chance to not only play but share their story beforehand. Sometimes it's new talent, and other times it's names from the past that we all know and love. Everyone's got a story to tell - and The Platform is a space to share that with our audience.",2018,6.2,7.0
TV Show,The Platform,Unknown,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",United Arab Emirates,"June 2, 2021",TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,2019,7.0,207877.0
Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,"June 2, 2021",R,97 min,"Dramas, Romantic Movies, Thrillers","Jay is a man with a secret who travels from Britain to Pakistan to attend a weddingâ€”armed with duct tape, a shotgun, and a plan to kidnap the bride-to-be. Jay and his hostage end up on the run across the border and through the railway stations, back alleys, and black markets of New Delhi.",2019,5.8,5480.0
Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,"June 2, 2021",R,88 min,Horror Movies,"Lizzy is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization in a desolate wilderness where the wind never stops howling, she begins to sense a sinister presence that seems to be borne of the land itself, and when a newlywed couple arrive at a nearby homestead, their presence amplifies Lizzy's fears, setting into motion a shocking chain of events.",2019,5.5,8078.0
Movie,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,"June 2, 2021",TV-MA,97 min,"Comedies, Dramas, Independent Movies",An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,2019,6.9,12356.0
Movie,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,"June 2, 2021",R,97 min,Thrillers,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,2018,5.2,7387.0
TV Show,Dirty John,Unknown,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"May 31, 2021",TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,2018,7.3,20817.0
Movie,Bo Burnham: Inside,Bo Burnham,Bo Burnham,United States,"May 30, 2021",TV-MA,88 min,Stand-Up Comedy,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",2021,8.699999999999998,44074.0
Movie,One Lagos Night,Ekene Som Mekwunye,"Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim",Unknown,"May 29, 2021",TV-14,103 min,"Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",2021,6.9,15.0
Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,"May 28, 2021",PG-13,97 min,Dramas,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016,6.7,99053.0
TV Show,The Kominsky Method,Unknown,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito",United States,"May 28, 2021",TV-MA,3 Seasons,"TV Comedies, TV Dramas","An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",2018,8.199999999999998,38232.0
TV Show,The Least Expected Day: Inside the Movistar Team 2019,"José Larraza, Marc Pons",Unknown,Unknown,"May 28, 2021",TV-MA,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cyclingâ€™s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.",2020,7.4,756.0
TV Show,Black Space,Unknown,"Guri Alfi, Shai Avivi, Assi Levy, Reut Alush, Meirav Shirom, Yoav Rotman, Liana Ayoun, Noam Karmeli, Hadas Jade Sakori, Yehonatan Vilozny, Gily Itskovitch, Oneg Efron, Suzanna Papian, Ori Biton, Nir Hasdai, Leib Lev Levin, Eyal Shikratzi",Israel,"May 27, 2021",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,2020,6.7,1758.0
Movie,Blue Miracle,Julio Quintana,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",United States,"May 27, 2021",TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",2021,6.6,6432.0
TV Show,Eden,Unknown,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",Unknown,"May 27, 2021",TV-PG,1 Season,"Anime Series, International TV Shows","Thousands of years in the future, a city known as ""Eden 3"" is inhabited solely by robots whose former masters vanished a long time ago. On a routine assignment, two farming robots accidentally awaken a human baby girl from stasis questioning all they were taught to believe -- that humans were nothing more than a forbidden ancient myth. Together, the two robots secretly raise the child in a safe haven outside Eden.",2021,6.6,1111.0
Movie,Ghost Lab,Paween Purijitpanya,"Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Rachanee Siralert, Chaleeda Gilbert, Nuttawut Jenmana, Alanta Potjes, Anchuleeon Buagaew, Jinjuta Rattanaburi",Thailand,"May 27, 2021",TV-MA,118 min,"Horror Movies, International Movies, Thrillers","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,5.2,1367.0
TV Show,Ragnarok,Unknown,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø, Emma Bones, Henriette Steenstrup, Gísli Örn Garðarsson, Synnøve Macody Lund, Ylva Thedin Bjørkaas, Odd-Magnus Williamson","Norway, Denmark","May 27, 2021",TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.,2020,7.5,36185.0
Movie,Soy Rada: Serendipity,Pablo Faro,Agustín Aristarán,Argentina,"May 27, 2021",TV-MA,70 min,Stand-Up Comedy,"The delightful Argentine comic AgustÃ­n AristarÃ¡n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2021,6.1,73.0
Movie,Baggio: The Divine Ponytail,Letizia Lamartire,"Andrea Arcangeli, Valentina Bellè, Andrea Pennacchi, Antonio Zavatteri, Anna Ferruzzo, Riccardo Goretti, Thomas Trabacchi, Marc Clotet, Martufello",Italy,"May 26, 2021",TV-MA,92 min,"Dramas, International Movies, Sports Movies","Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",2021,6.1,4296.0
Movie,Nail Bomber: Manhunt,Daniel Vernon,Unknown,Unknown,"May 26, 2021",TV-MA,73 min,"Documentaries, International Movies","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021,6.3,2086.0
Movie,A Place in the Stars,Steve Gukas,"Gideon Okeke, Dejumo Lewis, Segun Arinze, Amaka Mgbor, Mathilda Obaseki, Yemi Blaque, Lantana Ahmed, Patrick Otoro, Femi Brach, Ladi Alpha",Unknown,"May 25, 2021",TV-14,110 min,"Dramas, International Movies, Thrillers",A young lawyer gets a case he believes will make him rich. In the process he encounters dangerous men willing to kill to protect a fake and adulterated medical drugs trade worth billions in Nigeria. The outcome helps him come to terms with his life and resolve the clash of values he has had with his father all along.,2014,6.2,19.0
Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"May 25, 2021",PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize thereâ€™s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,6.6,100705.0
TV Show,Mad for Each Other,Unknown,"Jung Woo, Oh Yeon-seo, Baik Ji-won, Lee Hye-eun, Lee Yeon-doo, Lee Su-hyun, An Woo-yeon",Unknown,"May 24, 2021",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way.",2021,7.9,1518.0
TV Show,Master of None,Unknown,"Aziz Ansari, Noël Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale",United States,"May 23, 2021",TV-MA,3 Seasons,"TV Comedies, TV Dramas","30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",2015,8.3,72341.0
Movie,99 Songs,Vishwesh Krishnamoorthy,"Ehan Bhat, Edilsy Vargas, Manisha Koirala, Lisa Ray, Tenzin Dalha, Warina Hussain, Ranjit Barot, Neel Tyagi, Rahul Ram, Diwakar Pundir",India,"May 21, 2021",TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",2019,7.1,2254.0
Movie,Army of the Dead,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",United States,"May 21, 2021",R,148 min,"Action & Adventure, Horror Movies","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,5.7,166882.0
Movie,Strain,Uduak-Obong Patrick,"Okey Uzoeshi, Angel Unigwe, Nifemi Lawal, Alex Usifo, Gloria Anozie-Young, Shushu Abubakar, Aproko Doctor",Unknown,"May 21, 2021",TV-MA,107 min,"Dramas, International Movies",A family man struggles to keep his family happy and united when his son is suddenly diagnosed with Sickle Cell Disease. He must raise funds to care for his sick child.,2020,5.6,25.0
TV Show,The Neighbor,Unknown,"Quim Gutiérrez, Clara Lago, Adrián Pino, Catelina Sopelana",Spain,"May 21, 2021",TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",2019,6.5,2125.0
Movie,Asmaa,Amr Salama,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",Egypt,"May 20, 2021",TV-14,92 min,"Dramas, International Movies",A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,2011,8.1,4445.0
